id,title,context,question,answers,metadata
c8a2520e8f44f34357c59e26d8fbf4b1ca48e32c,Economy_of_Greece,"In 2008 renewable energy accounted for 8% of the country's total energy consumption, a rise from the 7.2% it accounted for in 2006, but still below the EU average of 10% in 2008. 10% of the country's renewable energy comes from solar power, while most comes from biomass and waste recycling. In line with the European Commission's Directive on Renewable Energy, Greece aims to get 18% of its energy from renewable sources by 2020. In 2013 and for several months, Greece produced more than 20% of its electricity from renewable energy sources and hydroelectric power plants. Greece currently does not have any nuclear power plants in operation, however in 2009 the Academy of Athens suggested that research in the possibility of Greek nuclear power plants begin.",What proportion of the European Union's energy production came from renewable sources in the year that was eight years after the year 2000?,"{'text': array(['10%'], dtype=object), 'answer_start': array([166])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
4c621c09ef213809bfdc66053dd5aab7eaeea614,Economy_of_Greece,"Energy production in Greece is dominated by the Public Power Corporation (known mostly by its acronym ΔΕΗ, or in English DEI). In 2009 DEI supplied for 85.6% of all energy demand in Greece, while the number fell to 77.3% in 2010. Almost half (48%) of DEI's power output is generated using lignite, a drop from the 51.6% in 2009. Another 12% comes from Hydroelectric power plants and another 20% from natural gas. Between 2009 and 2010, independent companies' energy production increased by 56%, from 2,709 Gigawatt hour in 2009 to 4,232 GWh in 2010.",Is a smaller percentage of DEI's power output generated by natural gas or Hydroelectric power plants?,"{'text': array(['Hydroelectric power plants'], dtype=object), 'answer_start': array([352])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
7f4c54590bdcedad40c24b861c8ce29f2da7023f,Economy_of_Greece,"The country is a significant agricultural producer within the EU. Greece has the largest economy in the Balkans and is as an important regional investor. Greece was the largest foreign investor in Albania in 2013, the third in Bulgaria, in the top-three in Romania and Serbia and the most important trading partner and largest foreign investor in the former Yugoslav Republic of Macedonia. The Greek telecommunications company OTE has become a strong investor in former Yugoslavia and in other Balkan countries.","Which of the following is not a common industry in Greece: agricultural, telecommunications or trading?","{'text': array(['trading'], dtype=object), 'answer_start': array([299])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
f87b0f334a3390eb80daeff933ce1a6713821107,Treaty,"Treaties formed an important part of European colonization and, in many parts of the world, Europeans attempted to legitimize their sovereignty by signing treaties with indigenous peoples. In most cases these treaties were in extremely disadvantageous terms to the native people, who often did not appreciate the implications of what they were signing.",Natives were often not aware of the meaning of?,"{'text': array(['Treaties'], dtype=object), 'answer_start': array([0])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
6a236d9db64272aa3756e984add28cf3e7653b34,Treaty,"Treaties may be seen as 'self-executing', in that merely becoming a party puts the treaty and all of its obligations in action. Other treaties may be non-self-executing and require 'implementing legislation'—a change in the domestic law of a state party that will direct or enable it to fulfill treaty obligations. An example of a treaty requiring such legislation would be one mandating local prosecution by a party for particular crimes.",How is the self-executing treaty activated?,"{'text': array(['merely becoming a party puts the treaty and all of its obligations in action'],
      dtype=object), 'answer_start': array([50])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
b7498df2d69fa0d1235732fbe0b7b0233fd957ea,Treaty,"In function and effectiveness, the UN has been compared to the pre-Constitutional United States Federal government by some[citation needed], giving a comparison between modern treaty law and the historical Articles of Confederation.",what branch of legal concept is been cited?,"{'text': array(['modern treaty law'], dtype=object), 'answer_start': array([169])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
d6d680af9a9e5d42a4c1bd3e143034f58807875b,Treaty,"Treaties are not necessarily permanently binding upon the signatory parties. As obligations in international law are traditionally viewed as arising only from the consent of states, many treaties expressly allow a state to withdraw as long as it follows certain procedures of notification. For example, the Single Convention on Narcotic Drugs provides that the treaty will terminate if, as a result of denunciations, the number of parties falls below 40. Many treaties expressly forbid withdrawal. Article 56 of the Vienna Convention on the Law of Treaties provides that where a treaty is silent over whether or not it can be denounced there is a rebuttable presumption that it cannot be unilaterally denounced unless:",What are the conditions under which a state can pull out of its treaty obligations?,"{'text': array(['as long as it follows certain procedures of notification'],
      dtype=object), 'answer_start': array([232])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
d8e23452ceb08674af5a82c3ec57b022cf236d42,Treaty,"The end of a treaty, the eschatocol (or closing protocol), is often signaled by a clause like ""in witness whereof"" or ""in faith whereof,"" the parties have affixed their signatures, followed by the words ""DONE at,"" then the site(s) of the treaty's execution and the date(s) of its execution. The date is typically written in its most formal, longest possible form. For example, the Charter of the United Nations was ""DONE at the city of San Francisco the twenty-sixth day of June, one thousand nine hundred and forty-five."" If the treaty is executed in multiple copies in different languages, that fact is always noted, and is followed by a stipulation that the versions in different languages are equally authentic.",Where do parties typically sign a treaty?,"{'text': array(['The end of a treaty, the eschatocol'], dtype=object), 'answer_start': array([0])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
e6efaf51fd8280ab9b8c45c48bacb8d6ce085bdb,Treaty,"After their adoption, treaties as well as their amendments have to follow the official legal procedures of the United Nations, as applied by the Office of Legal Affairs, including signature, ratification and entry into force.",__ is usually accomplished by exchanging the requisite instruments in bilateral treaties,"{'text': array(['ratification'], dtype=object), 'answer_start': array([191])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
d51f240be8ea694fef5155988c2fdf1e015c900e,Treaty,"International tribunals and arbiters are often called upon to resolve substantial disputes over treaty interpretations. To establish the meaning in context, these judicial bodies may review the preparatory work from the negotiation and drafting of the treaty as well as the final, signed treaty itself.",Who reviews treaties?,"{'text': array(['International tribunals and arbiters'], dtype=object), 'answer_start': array([0])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
3cd845867f4a211b88c00d5f409988359b7a9a37,Treaty,"In some rare cases, such as with Ethiopia and Qing Dynasty China, the local governments were able to use the treaties to at least mitigate the impact of European colonization. This involved learning the intricacies of European diplomatic customs and then using the treaties to prevent a power from overstepping their agreement or by playing different powers against each other.",What were the documents for?,"{'text': array(['to at least mitigate the impact of European colonization'],
      dtype=object), 'answer_start': array([118])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
81f0819c1753c12f1f3a02a6e39c145018bdeb21,Treaty,"In the United States, the term ""treaty"" has a different, more restricted legal sense than exists in international law. United States law distinguishes what it calls treaties from executive agreement, congressional-executive agreements, and sole executive agreements. All four classes are equally treaties under international law; they are distinct only from the perspective of internal American law. The distinctions are primarily concerning their method of approval. Whereas treaties require advice and consent by two-thirds of the Senators present, sole executive agreements may be executed by the President acting alone. Some treaties grant the President the authority to fill in the gaps with executive agreements, rather than additional treaties or protocols. And finally, congressional-executive agreements require majority approval by both the House and the Senate, either before or after the treaty is signed by the President.",What  is  a treaty under international law?,"{'text': array(['executive agreement, congressional-executive agreements, and sole executive agreements'],
      dtype=object), 'answer_start': array([179])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
fcc34704403e34069efe124fac650b3e954707b4,"St._John%27s,_Newfoundland_and_Labrador","St. John's is the eastern terminus of the Trans-Canada Highway, one of the longest national highways in the world. The divided highway, also known as ""Outer Ring Road"" in the city, runs just outside the main part of the city, with exits to Pitts Memorial Drive, Topsail Road, Team Gushue Highway, Thorburn Road, Allandale Road, Portugal Cove Road and Torbay Road, providing relatively easy access to neighbourhoods served by those streets. Pitts Memorial Drive runs from Conception Bay South, through the city of Mount Pearl and into downtown St. John's, with interchanges for Goulds, Water Street and Hamilton Avenue-New Gower Street.",What can be entered from 7 different locations?,"{'text': array(['Outer Ring Road'], dtype=object), 'answer_start': array([151])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
9346119030912b04821e14892f7e42ba7c200778,"St._John%27s,_Newfoundland_and_Labrador","St. John's is located along the coast of the Atlantic Ocean, on the northeast of the Avalon Peninsula in southeast Newfoundland. The city covers an area of 446.04 square kilometres (172.22 sq mi) and is the most easterly city in North America, excluding Greenland; it is 295 miles (475 km) closer to London, England than it is to Edmonton, Alberta. The city of St. John's is located at a distance by air of 3,636 kilometres (2,259 mi) from Lorient, France which lies on a nearly precisely identical latitude across the Atlantic on the French western coast. The city is the largest in the province and the second largest in the Atlantic Provinces after Halifax, Nova Scotia. Its downtown area lies to the west and north of St. John's Harbour, and the rest of the city expands from the downtown to the north, south, east and west.",What is to the east and south of St. John's downtown area?,"{'text': array([""St. John's Harbour""], dtype=object), 'answer_start': array([722])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
73e2a439592f432bfb4f584ea22221d2df477a37,"St._John%27s,_Newfoundland_and_Labrador","St. John's has a humid continental climate (Köppen Dfb), with lower seasonal variation than normal for the latitude, which is due to Gulf Stream moderation. However, despite this maritime moderation, average January high temperatures are actually slightly colder in St. John's than it is in Kelowna, British Columbia, which is an inland city that is near the more marine air of the Pacific, demonstrating the cold nature of Eastern Canada. Mean temperatures range from −4.9 °C (23.2 °F) in February to 16.1 °C (61.0 °F) in August, showing somewhat of a seasonal lag in the climate. The city is also one of the areas of the country most prone to tropical cyclone activity, as it is bordered by the Atlantic Ocean to the east, where tropical storms (and sometimes hurricanes) travel from the United States. The city is one of the rainiest in Canada outside of coastal British Columbia. This is partly due to its propensity for tropical storm activity as well as moist, Atlantic air frequently blowing ashore and creating precipitation.",What comes from something bordering St. John's?,"{'text': array(['tropical storms'], dtype=object), 'answer_start': array([731])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
73dc6a28a6b63e9722e88fbeee3a69a6f3009607,Napoleon,"Napoleon's set of civil laws, the Code Civil—now often known as the Napoleonic Code—was prepared by committees of legal experts under the supervision of Jean Jacques Régis de Cambacérès, the Second Consul. Napoleon participated actively in the sessions of the Council of State that revised the drafts. The development of the code was a fundamental change in the nature of the civil law legal system with its stress on clearly written and accessible law. Other codes (""Les cinq codes"") were commissioned by Napoleon to codify criminal and commerce law; a Code of Criminal Instruction was published, which enacted rules of due process.",Who did Jean Jacques Regis de Cambeceres supervise?,"{'text': array(['committees of legal experts'], dtype=object), 'answer_start': array([100])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
47a1e69eccd4ddcb0e843d258e962805f2608a16,Napoleon,"In the early morning of 10 April, leading elements of the Austrian army crossed the Inn River and invaded Bavaria. The early Austrian attack surprised the French; Napoleon himself was still in Paris when he heard about the invasion. He arrived at Donauwörth on the 17th to find the Grande Armée in a dangerous position, with its two wings separated by 75 miles (121 km) and joined together by a thin cordon of Bavarian troops. Charles pressed the left wing of the French army and hurled his men towards the III Corps of Marshal Davout. In response, Napoleon came up with a plan to cut off the Austrians in the celebrated Landshut Maneuver. He realigned the axis of his army and marched his soldiers towards the town of Eckmühl. The French scored a convincing win in the resulting Battle of Eckmühl, forcing Charles to withdraw his forces over the Danube and into Bohemia. On 13 May, Vienna fell for the second time in four years, although the war continued since most of the Austrian army had survived the initial engagements in Southern Germany.",why did the war continue?,"{'text': array(['most of the Austrian army had survived'], dtype=object), 'answer_start': array([963])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
5d051fdfb6ec3d423d137551aa3e5de52ee7ef41,Napoleon,"Despite the failures in Egypt, Napoleon returned to a hero's welcome. He drew together an alliance with director Emmanuel Joseph Sieyès, his brother Lucien, speaker of the Council of Five Hundred Roger Ducos, director Joseph Fouché, and Talleyrand, and they overthrew the Directory by a coup d'état on 9 November 1799 (""the 18th Brumaire"" according to the revolutionary calendar), closing down the council of five hundred. Napoleon became ""first consul"" for ten years, with two consuls appointed by him who had consultative voices only. His power was confirmed by the new ""Constitution of the Year VIII"", originally devised by Sieyès to give Napoleon a minor role, but rewritten by Napoleon, and accepted by direct popular vote (3,000,000 in favor, 1,567 opposed). The constitution preserved the appearance of a republic but in reality established a dictatorship.",What did he form with Lucien?,"{'text': array(['alliance'], dtype=object), 'answer_start': array([90])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
a8e5d2d263744a79a24d6adec809167e8b14635b,Napoleon,"In 1840, Louis Philippe I obtained permission from the British to return Napoleon's remains to France. On 15 December 1840, a state funeral was held. The hearse proceeded from the Arc de Triomphe down the Champs-Élysées, across the Place de la Concorde to the Esplanade des Invalides and then to the cupola in St Jérôme's Chapel, where it remained until the tomb designed by Louis Visconti was completed. In 1861, Napoleon's remains were entombed in a porphyry sarcophagus in the crypt under the dome at Les Invalides.",Where did the procession for Napoleon go just after the Champs-Élysées?,"{'text': array(['Place de la Concorde'], dtype=object), 'answer_start': array([232])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
18ae1a8243cc409edaa9ba892d69684601159b9c,Napoleon,"Although critics have blamed Napoleon for several tactical mistakes preceding the battle, they have also praised his audacity for selecting a risky campaign strategy, choosing to invade the Italian peninsula from the north when the vast majority of French invasions came from the west, near or along the coastline. As Chandler points out, Napoleon spent almost a year getting the Austrians out of Italy in his first campaign; in 1800, it took him only a month to achieve the same goal. German strategist and field marshal Alfred von Schlieffen concluded that ""Bonaparte did not annihilate his enemy but eliminated him and rendered him harmless"" while ""[attaining] the object of the campaign: the conquest of North Italy.""",what is the first group mentioned?,"{'text': array(['critics'], dtype=object), 'answer_start': array([9])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
2b6ae825c5e386cf9b415bda0f580e33339ead57,Napoleon,"Two days after the marriage, Bonaparte left Paris to take command of the Army of Italy. He immediately went on the offensive, hoping to defeat the forces of Piedmont before their Austrian allies could intervene. In a series of rapid victories during the Montenotte Campaign, he knocked Piedmont out of the war in two weeks. The French then focused on the Austrians for the remainder of the war, the highlight of which became the protracted struggle for Mantua. The Austrians launched a series of offensives against the French to break the siege, but Napoleon defeated every relief effort, scoring notable victories at the battles of Castiglione, Bassano, Arcole, and Rivoli. The decisive French triumph at Rivoli in January 1797 led to the collapse of the Austrian position in Italy. At Rivoli, the Austrians lost up to 14,000 men while the French lost about 5,000.",Who were the French helping?,"{'text': array(['Italy'], dtype=object), 'answer_start': array([81])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
12cf36866b656dc4f254081fe6796ea1be2f6d43,Napoleon,"When he became First Consul and later Emperor, Napoleon eschewed his general's uniform and habitually wore the simple green colonel uniform (non-Hussar) of a colonel of the Chasseur à Cheval of the Imperial Guard, the regiment that often served as his personal escort, with a large bicorne. He also habitually wore (usually on Sundays) the blue uniform of a colonel of the Imperial Guard Foot Grenadiers (blue with white facings and red cuffs). He also wore his Légion d'honneur star, medal and ribbon, and the Order of the Iron Crown decorations, white French-style culottes and white stockings. This was in contrast to the gorgeous and complex uniforms with many decorations of his marshals and those around him.",What jewelry like accessories did he wear?,"{'text': array([""Légion d'honneur star, medal and ribbon, and the Order of the Iron Crown decorations""],
      dtype=object), 'answer_start': array([462])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
e7bcf711c5ef53f9795075cfcc10dcf6058c91da,Napoleon,"The Russian army withdrew and retreated past Moscow. Napoleon entered the city, assuming its fall would end the war and Alexander would negotiate peace. However, on orders of the city's governor Feodor Rostopchin, rather than capitulation, Moscow was burned. After five weeks, Napoleon and his army left. In early November Napoleon got concerned about loss of control back in France after the Malet coup of 1812. His army walked through snow up to their knees and nearly 10,000 men and horses froze to death on the night of 8/9 November alone. After Battle of Berezina Napoleon succeeded to escape but had to abandon much of the remaining artillery and baggage train. On 5 December, shortly before arriving in Vilnius, Napoleon left the army in a sledge.",what is the last military branch mentioned?,"{'text': array(['army'], dtype=object), 'answer_start': array([737])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
3d3601d712f540ad9d475cdf22f234f7b96c1f06,Napoleon,"In 1808, Napoleon and Czar Alexander met at the Congress of Erfurt to preserve the Russo-French alliance. The leaders had a friendly personal relationship after their first meeting at Tilsit in 1807. By 1811, however, tensions had increased and Alexander was under pressure from the Russian nobility to break off the alliance. A major strain on the relationship between the two nations became the regular violations of the Continental System by the Russians, which led Napoleon to threaten Alexander with serious consequences if he formed an alliance with Britain.",what group is mentioned last?,"{'text': array(['the Russians'], dtype=object), 'answer_start': array([445])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
004ca00287da99254adf38b482ef515511bcc46c,Napoleon,"By 17 May, the main Austrian army under Charles had arrived on the Marchfeld. Charles kept the bulk of his troops several miles away from the river bank in hopes of concentrating them at the point where Napoleon decided to cross. On 21 May, the French made their first major effort to cross the Danube, precipitating the Battle of Aspern-Essling. The Austrians enjoyed a comfortable numerical superiority over the French throughout the battle; on the first day, Charles disposed of 110,000 soldiers against only 31,000 commanded by Napoleon. By the second day, reinforcements had boosted French numbers up to 70,000. The battle was characterized by a vicious back-and-forth struggle for the two villages of Aspern and Essling, the focal points of the French bridgehead. By the end of the fighting, the French had lost Aspern but still controlled Essling. A sustained Austrian artillery bombardment eventually convinced Napoleon to withdraw his forces back onto Lobau Island. Both sides inflicted about 23,000 casualties on each other. It was the first defeat Napoleon suffered in a major set-piece battle, and it caused excitement throughout many parts of Europe because it proved that he could be beaten on the battlefield.",How many soldiers did Napoleon initially use to fight Charles' army?,"{'text': array(['31,000'], dtype=object), 'answer_start': array([512])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
a578d3101d2ad1c2a9e9141f88cc1d84ba5c0d1c,Napoleon,"Before the formation of the Third Coalition, Napoleon had assembled an invasion force, the Armée d'Angleterre, around six camps at Boulogne in Northern France. He intended to use this invasion force to strike at England. They never invaded, but Napoleon's troops received careful and invaluable training for future military operations. The men at Boulogne formed the core for what Napoleon later called La Grande Armée. At the start, this French army had about 200,000 men organized into seven corps, which were large field units that contained 36 to 40 cannons each and were capable of independent action until other corps could come to the rescue. A single corps properly situated in a strong defensive position could survive at least a day without support, giving the Grande Armée countless strategic and tactical options on every campaign. On top of these forces, Napoleon created a cavalry reserve of 22,000 organized into two cuirassier divisions, four mounted dragoon divisions, one division of dismounted dragoons, and one of light cavalry, all supported by 24 artillery pieces. By 1805, the Grande Armée had grown to a force of 350,000 men, who were well equipped, well trained, and led by competent officers.",About how many men,"{'text': array(['200,000 men organized into seven corps'], dtype=object), 'answer_start': array([461])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
8246b759ad172c47a6965394e803e7c861e8488d,Napoleon,"Napoleon was born on 15 August 1769, to Carlo Maria di Buonaparte and Maria Letizia Ramolino, in his family's ancestral home Casa Buonaparte in Ajaccio, the capital of the island of Corsica. He was their fourth child and third son. This was a year after the island was transferred to France by the Republic of Genoa. He was christened Napoleone di Buonaparte, probably named after an uncle (an older brother who did not survive infancy was the first of the sons to be called Napoleone). In his 20s, he adopted the more French-sounding Napoléon Bonaparte.[note 2]",Why did change his name to Napoleon Bonaparte?,"{'text': array(['French-sounding'], dtype=object), 'answer_start': array([519])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
dce2a74845cb70bc38c1008c83bb373dc474c7c7,Napoleon,"Hoping to extend the Continental System, Napoleon invaded Iberia and declared his brother Joseph the King of Spain in 1808. The Spanish and the Portuguese revolted with British support. The Peninsular War lasted six years, noted for its brutal guerrilla warfare, and culminated in an Allied victory. Fighting also erupted in Central Europe, as the Austrians launched another attack against the French in 1809. Napoleon defeated them at the Battle of Wagram, dissolving the Fifth Coalition formed against France. By 1811, Napoleon ruled over 70 million people across an empire that had domination in Europe, which had not witnessed this level of political consolidation since the days of the Roman Empire. He maintained his strategic status through a series of alliances and family appointments. He created a new aristocracy in France while allowing the return of nobles who had been forced into exile by the Revolution.",Who wouldn't have inherited rule without Napoleons appointment?,"{'text': array(['Joseph'], dtype=object), 'answer_start': array([90])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
15219a4eb54c77af2a96c6b2b270fc6bec2b1244,Geography_of_the_United_States,"On average, the mountains of the western states receive the highest levels of snowfall on Earth. The greatest annual snowfall level is at Mount Rainier in Washington, at 692 inches (1,758 cm); the record there was 1,122 inches (2,850 cm) in the winter of 1971–72. This record was broken by the Mt. Baker Ski Area in northwestern Washington which reported 1,140 inches (2,896 cm) of snowfall for the 1998-99 snowfall season. Other places with significant snowfall outside the Cascade Range are the Wasatch Mountains, near the Great Salt Lake, the San Juan Mountains in Colorado, and the Sierra Nevada, near Lake Tahoe.",Two snowy mountains in Washington state are Mount Rainier and which other mountain?,"{'text': array(['Mt. Baker'], dtype=object), 'answer_start': array([294])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
771719e09b8ee183380cbf86b7143ab876b31054,Geography_of_the_United_States,"The five Great Lakes are located in the north-central portion of the country, four of them forming part of the border with Canada, only Lake Michigan situated entirely within United States. The southeast United States contain subtropical forests and, near the gulf coast, mangrove wetlands, especially in Florida. West of the Appalachians lies the Mississippi River basin and two large eastern tributaries, the Ohio River and the Tennessee River. The Ohio and Tennessee Valleys and the Midwest consist largely of rolling hills and productive farmland, stretching south to the Gulf Coast.","Which one is in the southern USA, Lake Michigan or Florida?","{'text': array(['Florida'], dtype=object), 'answer_start': array([305])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
e872b1814391454af84795f3dd12b752550183fa,Geography_of_the_United_States,"Due to its large size and wide range of geographic features, the United States contains examples of nearly every global climate. The climate is temperate in most areas, subtropical in the Southern United States, tropical in Hawaii and southern Florida, polar in Alaska, semiarid in the Great Plains west of the 100th meridian, Mediterranean in coastal California and arid in the Great Basin. Its comparatively favorable agricultural climate contributed (in part) to the country's rise as a world power, with infrequent severe drought in the major agricultural regions, a general lack of widespread flooding, and a mainly temperate climate that receives adequate precipitation.",What type of climate is in the US Pacific islands?,"{'text': array(['tropical'], dtype=object), 'answer_start': array([212])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
cf5c446c6914eb9904aa21cd1736d5100e8b89ff,Frédéric_Chopin,"Four boarders at his parents' apartments became Chopin's intimates: Tytus Woyciechowski, Jan Nepomucen Białobłocki, Jan Matuszyński and Julian Fontana; the latter two would become part of his Paris milieu. He was friendly with members of Warsaw's young artistic and intellectual world, including Fontana, Józef Bohdan Zaleski and Stefan Witwicki. He was also attracted to the singing student Konstancja Gładkowska. In letters to Woyciechowski, he indicated which of his works, and even which of their passages, were influenced by his fascination with her; his letter of 15 May 1830 revealed that the slow movement (Larghetto) of his Piano Concerto No. 1 (in E minor) was secretly dedicated to her – ""It should be like dreaming in beautiful springtime – by moonlight."" His final Conservatory report (July 1829) read: ""Chopin F., third-year student, exceptional talent, musical genius.""",How did Chopin describe his Piano Concerto No. 1?,"{'text': array(['""It should be like dreaming in beautiful springtime – by moonlight.""'],
      dtype=object), 'answer_start': array([699])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
46152c701abe5cb546897b09bb349232b07e14cd,Frédéric_Chopin,"With his health further deteriorating, Chopin desired to have a family member with him. In June 1849 his sister Ludwika came to Paris with her husband and daughter, and in September, supported by a loan from Jane Stirling, he took an apartment at Place Vendôme 12. After 15 October, when his condition took a marked turn for the worse, only a handful of his closest friends remained with him, although Viardot remarked sardonically that ""all the grand Parisian ladies considered it de rigueur to faint in his room.""",Who was Ludwika's daughter's uncle?,"{'text': array(['Chopin'], dtype=object), 'answer_start': array([39])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
aedc9ede3f0efcc5f28450a7413cefa73d077054,Frédéric_Chopin,"A reconciliation of these views is suggested by William Atwood: ""Undoubtedly [Chopin's] use of traditional musical forms like the polonaise and mazurka roused nationalistic sentiments and a sense of cohesiveness amongst those Poles scattered across Europe and the New World ... While some sought solace in [them], others found them a source of strength in their continuing struggle for freedom. Although Chopin's music undoubtedly came to him intuitively rather than through any conscious patriotic design, it served all the same to symbolize the will of the Polish people ...""","A name used for the Americas, during the time of colonization and exploration is?","{'text': array(['New World'], dtype=object), 'answer_start': array([264])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
49e0b640a7c2548576fcb73dd775b7a359442055,Frédéric_Chopin,"Chopin's life and his relations with George Sand have been fictionalized in numerous films. The 1945 biographical film A Song to Remember earned Cornel Wilde an Academy Award nomination as Best Actor for his portrayal of the composer. Other film treatments have included: La valse de l'adieu (France, 1928) by Henry Roussel, with Pierre Blanchar as Chopin; Impromptu (1991), starring Hugh Grant as Chopin; La note bleue (1991); and Chopin: Desire for Love (2002).","Which film was released later, A Song to Remember or Impromptu?","{'text': array(['Impromptu'], dtype=object), 'answer_start': array([357])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
7397bdc0fd91510163c7086e280e267e578a60b3,Frédéric_Chopin,"From 1842 onwards, Chopin showed signs of serious illness. After a solo recital in Paris on 21 February 1842, he wrote to Grzymała: ""I have to lie in bed all day long, my mouth and tonsils are aching so much."" He was forced by illness to decline a written invitation from Alkan to participate in a repeat performance of the Beethoven Seventh Symphony arrangement at Erard's on 1 March 1843. Late in 1844, Charles Hallé visited Chopin and found him ""hardly able to move, bent like a half-opened penknife and evidently in great pain"", although his spirits returned when he started to play the piano for his visitor. Chopin's health continued to deteriorate, particularly from this time onwards. Modern research suggests that apart from any other illnesses, he may also have suffered from temporal lobe epilepsy.",What did a visitor have to say about Chopin's condition in following his decline in health and abscence in 1843?,"{'text': array(['""hardly able to move, bent like a half-opened penknife and evidently in great pain""'],
      dtype=object), 'answer_start': array([448])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
2fc4b848dd86b5b9ad6f75d3b9649dec6aa4f3f1,Frédéric_Chopin,"Chopin took the new salon genre of the nocturne, invented by the Irish composer John Field, to a deeper level of sophistication. He was the first to write ballades and scherzi as individual concert pieces. He essentially established a new genre with his own set of free-standing preludes (Op. 28, published 1839). He exploited the poetic potential of the concept of the concert étude, already being developed in the 1820s and 1830s by Liszt, Clementi and Moscheles, in his two sets of studies (Op. 10 published in 1833, Op. 25 in 1837).",What genre did Chopin create?,"{'text': array(['salon'], dtype=object), 'answer_start': array([20])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
7c681cadc530a76e9c78761abd15cbb4c088f043,Frédéric_Chopin,"Some of his friends provided music at his request; among them, Potocka sang and Franchomme played the cello. Chopin requested that his body be opened after death (for fear of being buried alive) and his heart returned to Warsaw where it rests at the Church of the Holy Cross. He also bequeathed his unfinished notes on a piano tuition method, Projet de méthode, to Alkan for completion. On 17 October, after midnight, the physician leaned over him and asked whether he was suffering greatly. ""No longer"", he replied. He died a few minutes before two o'clock in the morning. Those present at the deathbed appear to have included his sister Ludwika, Princess Marcelina Czartoryska, Sand's daughter Solange, and his close friend Thomas Albrecht. Later that morning, Solange's husband Clésinger made Chopin's death mask and a cast of his left hand.",What happened first at 12am in the fall?,"{'text': array(['the physician leaned over him and asked whether he was suffering greatly'],
      dtype=object), 'answer_start': array([418])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
d80119916aa7a3d613835654f86ecedf9b142c84,Frédéric_Chopin,"In London Chopin took lodgings at Dover Street, where the firm of Broadwood provided him with a grand piano. At his first engagement, on 15 May at Stafford House, the audience included Queen Victoria and Prince Albert. The Prince, who was himself a talented musician, moved close to the keyboard to view Chopin's technique. Broadwood also arranged concerts for him; among those attending were Thackeray and the singer Jenny Lind. Chopin was also sought after for piano lessons, for which he charged the high fee of one guinea (£1.05 in present British currency) per hour, and for private recitals for which the fee was 20 guineas. At a concert on 7 July he shared the platform with Viardot, who sang arrangements of some of his mazurkas to Spanish texts.","Who is not a royal: Queen Victoria, Jenny Lind, or Prince Albert?","{'text': array(['Jenny Lind'], dtype=object), 'answer_start': array([418])}","{'split': 'train', 'model_in_the_loop': 'Combined'}"
